1.706226491825102665e+00,2.414989243458534940e+00,3.070474643316725150e+00
2.043891646692773012e+00,2.303906294407104038e+00,2.613414057952681890e+00
3.462571151859335394e+00,3.390632755848365321e+00,3.286162845112211794e+00
4.560038233256468843e+00,4.553634775556688830e+00,4.499344092851922383e+00
4.889667013651668448e+00,4.899430160642303633e+00,4.817641348541437551e+00
4.910322390903829159e+00,4.908670064113979770e+00,4.786919219900209299e+00
4.895629325929816034e+00,4.904242485949683150e+00,4.725863821716608015e+00
4.890571099116080234e+00,4.900176144885524998e+00,4.744646093283515498e+00
4.887408095612645553e+00,4.893342929553522680e+00,4.668720273719536351e+00
4.880993472664114208e+00,4.887746568847957107e+00,4.618353718924478990e+00
