9.368935921678085421e-01,1.616422445721801493e+00,2.330174666510071990e+00
1.298453631469179137e-02,2.121386852389488265e-01,5.320446672977895419e-01
3.344962516665332848e-03,5.198439143908860534e-03,6.425187565892304109e-02
2.584743762877757516e-04,1.155532505757114921e-03,5.879410106782036877e-02
0.000000000000000000e+00,6.081750030300605203e-05,5.877895721157662401e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.303923587849880550e-02
0.000000000000000000e+00,0.000000000000000000e+00,9.541620989458690638e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.530674911007114891e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.661081237084233747e-02
0.000000000000000000e+00,0.000000000000000000e+00,5.766953415956034557e-02
