1.166789090532080309e+01,1.357447393634647881e+01,1.422356139085612448e+01
1.469640261849399465e+01,1.471179116991368474e+01,1.422859685706529298e+01
1.952900589046723923e+01,1.935061436855855987e+01,1.858185415492100745e+01
2.203169915789642275e+01,2.202974248907677435e+01,2.168140063983921095e+01
2.264261974231473573e+01,2.266728273609447442e+01,2.226610865078998103e+01
2.268739973881355354e+01,2.267879720183689685e+01,2.215643797651241442e+01
2.264350233622724318e+01,2.267513263960834280e+01,2.189364990885787776e+01
2.264065291515554534e+01,2.266828945737137246e+01,2.202050548320008971e+01
2.263626337361446872e+01,2.265940180794704872e+01,2.181842052302376089e+01
2.262696626217427465e+01,2.265376542639457469e+01,2.168311474757861745e+01
