1.652516766675777760e+01,1.883700632515062523e+01,1.955994773839875123e+01
1.658531828419576826e+01,1.890559841011523190e+01,1.962471298453394652e+01
1.662628492294394178e+01,1.892861721889947546e+01,1.972065699238205738e+01
1.661139518621583022e+01,1.894608728592918823e+01,1.978866574480606388e+01
1.674135130235368862e+01,1.909143781851653188e+01,1.993135245379273712e+01
1.668649163059858509e+01,1.912818147306590788e+01,2.002294521579065290e+01
1.690376159564113578e+01,1.925201146929422791e+01,2.008240687954668857e+01
1.683113052222078565e+01,1.925546298541970813e+01,2.017541662994588236e+01
1.688588673059680545e+01,1.935426425200652645e+01,2.026122613855765664e+01
1.693635138584901512e+01,1.941033742868400580e+01,2.037732121753604630e+01
1.694797451063900695e+01,1.957971637365001172e+01,2.038661407582548790e+01
1.715665065664387612e+01,1.941117038249914728e+01,2.051104950277117922e+01
1.680714826460583922e+01,1.948493075947709841e+01,2.056927378990677013e+01
1.680537571243128525e+01,1.964559183173830803e+01,2.064809787266489849e+01
1.665204822542244045e+01,1.966311313700502694e+01,2.067912165529510915e+01
1.651196158749209530e+01,1.958428860766591129e+01,2.069114731217235459e+01
1.601003449949227431e+01,1.954175281799009056e+01,2.046452079479280783e+01
1.586442202430448845e+01,1.921694012411988695e+01,2.028400786940827416e+01
1.574269440337651105e+01,1.793341845925885281e+01,1.942317494097694208e+01
1.547906699378246387e+01,1.634243254170894133e+01,1.707099591877986100e+01
1.456818721274387585e+01,1.189190369442287754e+01,1.345342990451838538e+01
1.338024568634746991e+01,1.212770148485361510e+01,1.296779350849334023e+01
1.186597034592906219e+01,1.122219421950131668e+01,1.158049625793363724e+01
