4.490055901332024924e+00,6.324379511607360449e+00,7.375476870911581884e+00
4.522092608222139098e+00,6.416469457448583213e+00,7.416550526939109211e+00
4.511081013603116752e+00,6.422530214283904471e+00,7.461405437116424899e+00
4.504774733637438189e+00,6.401393124866078033e+00,7.487799017962331938e+00
4.576067564527784626e+00,6.492308480249139535e+00,7.572527470605904476e+00
4.504838080822155533e+00,6.474497328300495624e+00,7.623366779913554936e+00
4.613014969686581424e+00,6.506523596399624410e+00,7.674830007128809584e+00
4.585209234567179770e+00,6.525930466901298743e+00,7.668597898533888291e+00
4.617333365693021108e+00,6.621994395131975075e+00,7.749919901307377401e+00
4.664809589840677617e+00,6.627084401181434714e+00,7.803317848655538569e+00
4.677818599111706277e+00,6.765902676251393189e+00,7.828469443788127258e+00
4.788591710672181812e+00,6.628374411512962361e+00,7.879104360761056469e+00
4.661630218848692664e+00,6.696580571265857706e+00,7.930936205690734653e+00
4.724082701055085209e+00,6.810413722100305378e+00,8.003500178840802448e+00
4.743057555875496156e+00,6.860997378029003890e+00,8.017138553349999697e+00
4.795969038018450981e+00,6.809801554499688159e+00,8.060372299277103636e+00
4.750416869370099882e+00,6.775553658400509605e+00,7.946023791867936836e+00
4.747383464714635792e+00,6.657415452947115675e+00,7.880099557652637365e+00
4.748690077698064727e+00,5.921678337532203962e+00,7.308279683938636140e+00
4.630654294105022828e+00,4.885387787333873355e+00,5.813707284043006851e+00
3.945833713516188723e+00,2.134458620073217183e+00,3.068239355543329161e+00
2.813312098749188639e+00,2.183147012171543278e+00,2.612341201947995017e+00
1.165079718347125537e+00,1.596676380834964881e+00,1.668409311409796869e+00
