2.634307196055284184e+00,3.539554414449347153e+00,3.969962210441824624e+00
2.643759272293757512e+00,3.556038196319965206e+00,3.974146487971641051e+00
2.633896413466127129e+00,3.540751487040588064e+00,3.983532955758779082e+00
2.618243883703011754e+00,3.522771465376102640e+00,3.993577527468090693e+00
2.646369567478958018e+00,3.568855691100614624e+00,4.012200989469044465e+00
2.618557347368148047e+00,3.553418265632209749e+00,4.041152642094250957e+00
2.674421007947466400e+00,3.573023949228595342e+00,4.038665743285612564e+00
2.644327428619965392e+00,3.564795045479675295e+00,4.050979782594900769e+00
2.651026151936918929e+00,3.598487815971444626e+00,4.072869808692988869e+00
2.668789921449714608e+00,3.605442917757307519e+00,4.106209805239454447e+00
2.662406936662490509e+00,3.670961478908228326e+00,4.103361305946366500e+00
2.725056323985380669e+00,3.586803015922003457e+00,4.140569138272166327e+00
2.620315099844833462e+00,3.621604828620194283e+00,4.166355760929534746e+00
2.635828322846848426e+00,3.680433460588059091e+00,4.178336410653336941e+00
2.610796013336315280e+00,3.693836461873678534e+00,4.206632615322567048e+00
2.611569005391212173e+00,3.669057463603083935e+00,4.205647433160569548e+00
2.562868219003816783e+00,3.659622985754037661e+00,4.144209788566043606e+00
2.634636185848498346e+00,3.613639605318341719e+00,4.137134016417332028e+00
2.734303331404516424e+00,3.459237397215115362e+00,3.989512506873082121e+00
2.832933951358846070e+00,3.258843424625307517e+00,3.495933770613516511e+00
2.942160433305530454e+00,2.897318299460037938e+00,2.922250681099501701e+00
3.094569432154763877e+00,3.089794473012359433e+00,2.975242933545565016e+00
3.414839901974922487e+00,3.165824340545172255e+00,3.251643688050133818e+00
